,2023-12-31
TaxEffectOfUnusualItems,-446681166.006622
TaxRateForCalcs,0.195741
TotalUnusualItems,-2282000000.0
TotalUnusualItemsExcludingGoodwill,-2282000000.0
NetIncomeFromContinuingOperationNetMinorityInterest,49552000000.0
ReconciledDepreciation,7512000000.0
NetInterestIncome,89267000000.0
InterestExpense,81321000000.0
InterestIncome,170588000000.0
NormalizedIncome,51387318833.99338
NetIncomeFromContinuingAndDiscontinuedOperation,49552000000.0
DilutedAverageShares,2943100000.0
BasicAverageShares,2938600000.0
DilutedEPS,16.23
BasicEPS,16.25
DilutedNIAvailtoComStockholders,47760000000.0
NetIncomeCommonStockholders,47760000000.0
OtherunderPreferredStockDividend,291000000.0
PreferredStockDividends,1501000000.0
NetIncome,49552000000.0
NetIncomeIncludingNoncontrollingInterests,49552000000.0
NetIncomeContinuousOperations,49552000000.0
TaxProvision,12060000000.0
PretaxIncome,61612000000.0
SpecialIncomeCharges,-2282000000.0
OtherSpecialCharges,4336000000.0
RestructuringAndMergernAcquisition,-2054000000.0
GainOnSaleOfSecurity,-3218000000.0
SellingGeneralAndAdministration,51056000000.0
SellingAndMarketingExpense,4591000000.0
GeneralAndAdministrativeExpense,46465000000.0
OtherGandA,
SalariesAndWages,46465000000.0
TotalRevenue,154952000000.0
OperatingRevenue,154952000000.0
OccupancyAndEquipment,13836000000.0
ProfessionalExpenseAndContractServicesExpense,10235000000.0
OtherNonInterestExpense,6649000000.0
