,2023-12-31
TreasurySharesNumber,559200000.0
OrdinarySharesNumber,228200000.0
ShareIssued,787400000.0
NetDebt,7381000000.0
TotalDebt,8031000000.0
TangibleBookValue,20668000000.0
InvestedCapital,32952000000.0
NetTangibleAssets,20668000000.0
CommonStockEquity,24921000000.0
TotalCapitalization,32852000000.0
TotalEquityGrossMinorityInterest,24921000000.0
StockholdersEquity,24921000000.0
GainsLossesNotAffectingRetainedEarnings,-4471000000.0
OtherEquityAdjustments,-4471000000.0
TreasuryStock,41105000000.0
RetainedEarnings,45591000000.0
CapitalStock,24906000000.0
CommonStock,24906000000.0
TotalLiabilitiesNetMinorityInterest,101057000000.0
NonCurrentDeferredLiabilities,
NonCurrentDeferredTaxesLiabilities,
LongTermDebtAndCapitalLeaseObligation,7931000000.0
LongTermDebt,7931000000.0
CurrentDebtAndCapitalLeaseObligation,100000000.0
CurrentDebt,100000000.0
OtherCurrentBorrowings,
CommercialPaper,100000000.0
PayablesAndAccruedExpenses,3787000000.0
Payables,3787000000.0
AccountsPayable,3787000000.0
TotalAssets,125978000000.0
InvestmentsAndAdvances,83552000000.0
GoodwillAndOtherIntangibleAssets,4253000000.0
OtherIntangibleAssets,277000000.0
Goodwill,3976000000.0
PrepaidAssets,1150000000.0
Receivables,21674000000.0
AccountsReceivable,21674000000.0
CashCashEquivalentsAndShortTermInvestments,83594000000.0
OtherShortTermInvestments,82944000000.0
CashAndCashEquivalents,650000000.0
