,2024-01-31
OrdinarySharesNumber,8054000001.0
ShareIssued,8054000001.0
NetDebt,30590000000.0
TotalDebt,61321000000.0
TangibleBookValue,55748000000.0
InvestedCapital,124318000000.0
WorkingCapital,-15538000000.0
NetTangibleAssets,55748000000.0
CapitalLeaseObligations,20864000000.0
CommonStockEquity,83861000000.0
TotalCapitalization,119993000000.0
TotalEquityGrossMinorityInterest,90571000000.0
MinorityInterest,6710000000.0
StockholdersEquity,83861000000.0
GainsLossesNotAffectingRetainedEarnings,-11302000000.0
OtherEquityAdjustments,-801000000.0
ForeignCurrencyTranslationAdjustments,-10483000000.0
MinimumPensionLiabilities,-18000000.0
UnrealizedGainLoss,
RetainedEarnings,89814000000.0
AdditionalPaidInCapital,4544000000.0
CapitalStock,805000000.0
CommonStock,805000000.0
TotalLiabilitiesNetMinorityInterest,161828000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,69413000000.0
OtherNonCurrentLiabilities,14629000000.0
NonCurrentDeferredLiabilities,
NonCurrentDeferredTaxesLiabilities,
LongTermDebtAndCapitalLeaseObligation,54784000000.0
LongTermCapitalLeaseObligation,18652000000.0
LongTermDebt,36132000000.0
CurrentLiabilities,92415000000.0
OtherCurrentLiabilities,
CurrentDeferredLiabilities,2664000000.0
CurrentDeferredRevenue,2664000000.0
CurrentDebtAndCapitalLeaseObligation,6537000000.0
CurrentCapitalLeaseObligation,2212000000.0
CurrentDebt,4325000000.0
OtherCurrentBorrowings,4325000000.0
PensionandOtherPostRetirementBenefitPlansCurrent,
PayablesAndAccruedExpenses,83214000000.0
CurrentAccruedExpenses,22636000000.0
Payables,60578000000.0
TotalTaxPayable,3766000000.0
IncomeTaxPayable,307000000.0
AccountsPayable,56812000000.0
TotalAssets,252399000000.0
TotalNonCurrentAssets,175522000000.0
OtherNonCurrentAssets,17071000000.0
GoodwillAndOtherIntangibleAssets,28113000000.0
Goodwill,28113000000.0
NetPPE,130338000000.0
AccumulatedDepreciation,-109049000000.0
GrossPPE,239387000000.0
ConstructionInProgress,13390000000.0
OtherProperties,19528000000.0
MachineryFurnitureEquipment,75140000000.0
BuildingsAndImprovements,111767000000.0
LandAndImprovements,19562000000.0
Properties,0.0
CurrentAssets,76877000000.0
OtherCurrentAssets,3322000000.0
PrepaidAssets,
Inventory,54892000000.0
Receivables,8796000000.0
AccountsReceivable,8796000000.0
CashCashEquivalentsAndShortTermInvestments,9867000000.0
CashAndCashEquivalents,9867000000.0
