,2024-07-31
FreeCashFlow,10210000000.0
RepurchaseOfCapitalStock,-6779000000.0
RepaymentOfDebt,-12966000000.0
IssuanceOfDebt,31818000000.0
IssuanceOfCapitalStock,714000000.0
CapitalExpenditure,-670000000.0
InterestPaidSupplementalData,583000000.0
IncomeTaxPaidSupplementalData,7426000000.0
EndCashPosition,8842000000.0
BeginningCashPosition,11627000000.0
EffectOfExchangeRateChanges,-31000000.0
ChangesInCash,-2754000000.0
FinancingCashFlow,6844000000.0
CashFlowFromContinuingFinancingActivities,6844000000.0
NetOtherFinancingCharges,-37000000.0
CashDividendsPaid,-6384000000.0
CommonStockDividendPaid,-6384000000.0
NetCommonStockIssuance,-6065000000.0
CommonStockPayments,-6779000000.0
CommonStockIssuance,714000000.0
NetIssuancePaymentsOfDebt,19330000000.0
NetShortTermDebtIssuance,478000000.0
NetLongTermDebtIssuance,18852000000.0
LongTermDebtPayments,-12966000000.0
LongTermDebtIssuance,31818000000.0
InvestingCashFlow,-20478000000.0
CashFlowFromContinuingInvestingActivities,-20478000000.0
NetOtherInvestingChanges,-5000000.0
NetInvestmentPurchaseAndSale,6191000000.0
SaleOfInvestment,10705000000.0
PurchaseOfInvestment,-4514000000.0
NetBusinessPurchaseAndSale,-25994000000.0
SaleOfBusiness,
PurchaseOfBusiness,-25994000000.0
NetPPEPurchaseAndSale,-670000000.0
SaleOfPPE,
PurchaseOfPPE,-670000000.0
OperatingCashFlow,10880000000.0
CashFlowFromContinuingOperatingActivities,10880000000.0
ChangeInWorkingCapital,-4298000000.0
ChangeInOtherWorkingCapital,-3319000000.0
ChangeInOtherCurrentLiabilities,416000000.0
ChangeInOtherCurrentAssets,-671000000.0
ChangeInPayablesAndAccruedExpense,-786000000.0
ChangeInAccruedExpense,-696000000.0
ChangeInPayable,-90000000.0
ChangeInAccountPayable,-90000000.0
ChangeInTaxPayable,
ChangeInIncomeTaxPayable,
ChangeInInventory,275000000.0
ChangeInReceivables,-213000000.0
ChangesInAccountReceivables,-289000000.0
StockBasedCompensation,3074000000.0
ProvisionandWriteOffofAssets,34000000.0
DeferredTax,-972000000.0
DeferredIncomeTax,-972000000.0
DepreciationAmortizationDepletion,2507000000.0
DepreciationAndAmortization,2507000000.0
Depreciation,2507000000.0
OperatingGainsLosses,215000000.0
GainLossOnInvestmentSecurities,
GainLossOnSaleOfBusiness,215000000.0
NetIncomeFromContinuingOperations,10320000000.0
