,2024-09-30
TreasurySharesNumber,47000000.0
OrdinarySharesNumber,1808587380.0
ShareIssued,1855587380.0
NetDebt,39813000000.0
TotalDebt,48743000000.0
TangibleBookValue,16631000000.0
InvestedCapital,146511000000.0
WorkingCapital,-9358000000.0
NetTangibleAssets,16631000000.0
CapitalLeaseObligations,2928000000.0
CommonStockEquity,100696000000.0
TotalCapitalization,139666000000.0
TotalEquityGrossMinorityInterest,105522000000.0
MinorityInterest,4826000000.0
StockholdersEquity,100696000000.0
GainsLossesNotAffectingRetainedEarnings,-3699000000.0
OtherEquityAdjustments,-3699000000.0
TreasuryStock,3919000000.0
RetainedEarnings,49722000000.0
CapitalStock,58592000000.0
CommonStock,58592000000.0
PreferredStock,0.0
TotalLiabilitiesNetMinorityInterest,90697000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,56098000000.0
OtherNonCurrentLiabilities,7923000000.0
PreferredSecuritiesOutsideStockEquity,
EmployeeBenefits,
NonCurrentPensionAndOtherPostretirementBenefitPlans,
NonCurrentDeferredLiabilities,6277000000.0
NonCurrentDeferredTaxesLiabilities,6277000000.0
LongTermDebtAndCapitalLeaseObligation,41898000000.0
LongTermCapitalLeaseObligation,2928000000.0
LongTermDebt,38970000000.0
CurrentLiabilities,34599000000.0
OtherCurrentLiabilities,6684000000.0
CurrentDeferredLiabilities,
CurrentDeferredRevenue,
CurrentDebtAndCapitalLeaseObligation,6845000000.0
CurrentDebt,6845000000.0
PayablesAndAccruedExpenses,21070000000.0
CurrentAccruedExpenses,3801000000.0
Payables,17269000000.0
TotalTaxPayable,2473000000.0
IncomeTaxPayable,2473000000.0
AccountsPayable,14796000000.0
TotalAssets,196219000000.0
TotalNonCurrentAssets,170978000000.0
OtherNonCurrentAssets,13101000000.0
NonCurrentDeferredAssets,32312000000.0
InvestmentsAndAdvances,4459000000.0
InvestmentinFinancialAssets,1779000000.0
LongTermEquityInvestment,2680000000.0
GoodwillAndOtherIntangibleAssets,84065000000.0
OtherIntangibleAssets,10739000000.0
Goodwill,73326000000.0
NetPPE,37041000000.0
AccumulatedDepreciation,-45506000000.0
GrossPPE,82547000000.0
Leases,1082000000.0
ConstructionInProgress,4728000000.0
OtherProperties,39246000000.0
MachineryFurnitureEquipment,28279000000.0
BuildingsAndImprovements,
LandAndImprovements,9212000000.0
Properties,0.0
CurrentAssets,25241000000.0
OtherCurrentAssets,2391000000.0
PrepaidAssets,2097000000.0
Inventory,2022000000.0
Receivables,12729000000.0
ReceivablesAdjustmentsAllowances,-83000000.0
OtherReceivables,1113000000.0
TaxesReceivable,1358000000.0
AccountsReceivable,10341000000.0
CashCashEquivalentsAndShortTermInvestments,6002000000.0
CashAndCashEquivalents,6002000000.0
