Unnamed: 0,2024-12-31
TreasurySharesNumber,1307313494.0
PreferredSharesNumber,
OrdinarySharesNumber,2797620401.0
ShareIssued,4104933895.0
TotalDebt,454311000000.0
TangibleBookValue,260148000000.0
InvestedCapital,779019000000.0
NetTangibleAssets,280198000000.0
CommonStockEquity,324708000000.0
PreferredStockEquity,20050000000.0
TotalCapitalization,734594000000.0
TotalEquityGrossMinorityInterest,344758000000.0
StockholdersEquity,344758000000.0
GainsLossesNotAffectingRetainedEarnings,-12456000000.0
OtherEquityAdjustments,-12456000000.0
TreasuryStock,134018000000.0
RetainedEarnings,376166000000.0
AdditionalPaidInCapital,90911000000.0
CapitalStock,24155000000.0
CommonStock,4105000000.0
PreferredStock,20050000000.0
TotalLiabilitiesNetMinorityInterest,3658056000000.0
LongTermDebtAndCapitalLeaseObligation,389836000000.0
LongTermDebt,389836000000.0
CurrentDebtAndCapitalLeaseObligation,64475000000.0
CurrentDebt,64475000000.0
OtherCurrentBorrowings,64475000000.0
CommercialPaper,
PayablesAndAccruedExpenses,305933000000.0
Payables,305933000000.0
OtherPayable,152780000000.0
AccountsPayable,153153000000.0
TotalAssets,4002814000000.0
InvestmentsAndAdvances,1172872000000.0
HeldToMaturitySecurities,274468000000.0
AvailableForSaleSecurities,
TradingSecurities,501714000000.0
GoodwillAndOtherIntangibleAssets,64560000000.0
OtherIntangibleAssets,11995000000.0
Goodwill,52565000000.0
NetPPE,32223000000.0
GrossPPE,32223000000.0
OtherProperties,15349000000.0
Properties,16874000000.0
Receivables,101223000000.0
OtherReceivables,
AccountsReceivable,101223000000.0
OtherShortTermInvestments,396690000000.0
CashAndCashEquivalents,469317000000.0
CashFinancial,23372000000.0
CashCashEquivalentsAndFederalFundsSold,764318000000.0
FreeCashFlow,-42012000000.0
RepurchaseOfCapitalStock,-28680000000.0
RepaymentOfDebt,-96605000000.0
IssuanceOfDebt,109915000000.0
IssuanceOfCapitalStock,2500000000.0
InterestPaidSupplementalData,99642000000.0
IncomeTaxPaidSupplementalData,11715000000.0
EndCashPosition,469317000000.0
BeginningCashPosition,624151000000.0
EffectOfExchangeRateChanges,-12866000000.0
ChangesInCash,-141968000000.0
FinancingCashFlow,63447000000.0
CashFlowFromContinuingFinancingActivities,63447000000.0
NetOtherFinancingCharges,74000000.0
CashDividendsPaid,-14783000000.0
NetPreferredStockIssuance,-7350000000.0
PreferredStockPayments,-9850000000.0
PreferredStockIssuance,2500000000.0
NetCommonStockIssuance,-18830000000.0
CommonStockPayments,-18830000000.0
NetIssuancePaymentsOfDebt,20749000000.0
NetShortTermDebtIssuance,7439000000.0
NetLongTermDebtIssuance,13310000000.0
LongTermDebtPayments,-96605000000.0
LongTermDebtIssuance,109915000000.0
InvestingCashFlow,-163403000000.0
CashFlowFromContinuingInvestingActivities,-163403000000.0
NetOtherInvestingChanges,-2146000000.0
NetInvestmentPurchaseAndSale,-114934000000.0
SaleOfInvestment,242487000000.0
PurchaseOfInvestment,-357421000000.0
NetBusinessPurchaseAndSale,-2362000000.0
PurchaseOfBusiness,-2362000000.0
OperatingCashFlow,-42012000000.0
CashFlowFromContinuingOperatingActivities,-42012000000.0
ChangeInWorkingCapital,-114220000000.0
ChangeInOtherWorkingCapital,-112215000000.0
ChangeInOtherCurrentAssets,-7650000000.0
ChangeInPayablesAndAccruedExpense,-90000000.0
ChangeInPayable,-90000000.0
ChangeInAccountPayable,-90000000.0
ChangeInReceivables,5735000000.0
ChangesInAccountReceivables,5735000000.0
OtherNonCashItems,1107000000.0
DeferredTax,2004000000.0
DeferredIncomeTax,2004000000.0
DepreciationAmortizationDepletion,7938000000.0
DepreciationAndAmortization,7938000000.0
OperatingGainsLosses,-7990000000.0
GainLossOnInvestmentSecurities,-7990000000.0
GainLossOnSaleOfBusiness,
NetIncomeFromContinuingOperations,58471000000.0
TaxEffectOfUnusualItems,-160702928037.71927
TaxRateForCalcs,0.221228
TotalUnusualItems,-726414000000.0
TotalUnusualItemsExcludingGoodwill,-726414000000.0
NetIncomeFromContinuingOperationNetMinorityInterest,58471000000.0
ReconciledDepreciation,7938000000.0
NetInterestIncome,92583000000.0
InterestExpense,101350000000.0
InterestIncome,193933000000.0
NormalizedIncome,624182071962.2808
NetIncomeFromContinuingAndDiscontinuedOperation,58471000000.0
DilutedAverageShares,2879000000.0
BasicAverageShares,2873900000.0
DilutedEPS,19.75
BasicEPS,19.79
DilutedNIAvailtoComStockholders,56868000000.0
NetIncomeCommonStockholders,56868000000.0
OtherunderPreferredStockDividend,344000000.0
PreferredStockDividends,1259000000.0
NetIncome,58471000000.0
NetIncomeIncludingNoncontrollingInterests,58471000000.0
NetIncomeContinuousOperations,58471000000.0
TaxProvision,16610000000.0
PretaxIncome,75081000000.0
SpecialIncomeCharges,-726414000000.0
OtherSpecialCharges,725740000000.0
RestructuringAndMergernAcquisition,674000000.0
GainOnSaleOfSecurity,6945000000.0
SellingGeneralAndAdministration,56331000000.0
SellingAndMarketingExpense,4974000000.0
GeneralAndAdministrativeExpense,51357000000.0
OtherGandA,
SalariesAndWages,51357000000.0
TotalRevenue,177429000000.0
OperatingRevenue,177429000000.0
OccupancyAndEquipment,14857000000.0
ProfessionalExpenseAndContractServicesExpense,11057000000.0
OtherNonInterestExpense,-716965000000.0
