Unnamed: 0,2023-06-30
TreasurySharesNumber,1647100000.0
OrdinarySharesNumber,2362100000.0
ShareIssued,4009200000.0
NetDebt,26361000000.0
TotalDebt,35424000000.0
TangibleBookValue,-18484000000.0
InvestedCapital,80565000000.0
WorkingCapital,-13108000000.0
NetTangibleAssets,-17665000000.0
CapitalLeaseObligations,817000000.0
CommonStockEquity,45958000000.0
PreferredStockEquity,819000000.0
TotalCapitalization,71155000000.0
TotalEquityGrossMinorityInterest,47065000000.0
MinorityInterest,288000000.0
StockholdersEquity,46777000000.0
OtherEquityInterest,-821000000.0
GainsLossesNotAffectingRetainedEarnings,-12220000000.0
OtherEquityAdjustments,-12220000000.0
MinimumPensionLiabilities,-821000000.0
TreasuryStock,129736000000.0
RetainedEarnings,118170000000.0
AdditionalPaidInCapital,66556000000.0
CapitalStock,4828000000.0
CommonStock,4009000000.0
PreferredStock,819000000.0
TotalLiabilitiesNetMinorityInterest,73764000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,38008000000.0
OtherNonCurrentLiabilities,530000000.0
DerivativeProductLiabilities,445000000.0
EmployeeBenefits,3806000000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,3806000000.0
TradeandOtherPayablesNonCurrent,1776000000.0
NonCurrentDeferredLiabilities,6478000000.0
NonCurrentDeferredTaxesLiabilities,6478000000.0
LongTermDebtAndCapitalLeaseObligation,24973000000.0
LongTermCapitalLeaseObligation,595000000.0
LongTermDebt,24378000000.0
CurrentLiabilities,35756000000.0
OtherCurrentLiabilities,3546000000.0
CurrentDebtAndCapitalLeaseObligation,10451000000.0
CurrentCapitalLeaseObligation,222000000.0
CurrentDebt,10229000000.0
OtherCurrentBorrowings,3993000000.0
CommercialPaper,6236000000.0
PensionandOtherPostRetirementBenefitPlansCurrent,2030000000.0
CurrentProvisions,174000000.0
PayablesAndAccruedExpenses,19555000000.0
CurrentAccruedExpenses,4129000000.0
InterestPayable,235000000.0
Payables,15426000000.0
TotalTaxPayable,828000000.0
AccountsPayable,14598000000.0
TotalAssets,120829000000.0
TotalNonCurrentAssets,98181000000.0
OtherNonCurrentAssets,11830000000.0
GoodwillAndOtherIntangibleAssets,64442000000.0
OtherIntangibleAssets,23783000000.0
Goodwill,40659000000.0
NetPPE,21909000000.0
AccumulatedDepreciation,-26736000000.0
GrossPPE,48645000000.0
ConstructionInProgress,2980000000.0
OtherProperties,
MachineryFurnitureEquipment,36521000000.0
BuildingsAndImprovements,8277000000.0
LandAndImprovements,867000000.0
Properties,0.0
CurrentAssets,22648000000.0
OtherCurrentAssets,1858000000.0
PrepaidAssets,
Inventory,7073000000.0
FinishedGoods,4254000000.0
WorkInProcess,956000000.0
RawMaterials,1863000000.0
Receivables,5471000000.0
AccountsReceivable,5471000000.0
CashCashEquivalentsAndShortTermInvestments,8246000000.0
OtherShortTermInvestments,
CashAndCashEquivalents,8246000000.0
FreeCashFlow,13786000000.0
