Unnamed: 0,2024-06-30
OrdinarySharesNumber,7434138859.0
ShareIssued,7434138859.0
NetDebt,33315000000.0
TotalDebt,67127000000.0
TangibleBookValue,121660000000.0
InvestedCapital,320107000000.0
WorkingCapital,34448000000.0
NetTangibleAssets,121660000000.0
CapitalLeaseObligations,15497000000.0
CommonStockEquity,268477000000.0
TotalCapitalization,311165000000.0
TotalEquityGrossMinorityInterest,268477000000.0
StockholdersEquity,268477000000.0
GainsLossesNotAffectingRetainedEarnings,-5590000000.0
OtherEquityAdjustments,-5590000000.0
RetainedEarnings,173144000000.0
CapitalStock,100923000000.0
CommonStock,100923000000.0
TotalLiabilitiesNetMinorityInterest,243686000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,118400000000.0
OtherNonCurrentLiabilities,27064000000.0
TradeandOtherPayablesNonCurrent,27931000000.0
NonCurrentDeferredLiabilities,5220000000.0
NonCurrentDeferredRevenue,2602000000.0
NonCurrentDeferredTaxesLiabilities,2618000000.0
LongTermDebtAndCapitalLeaseObligation,58185000000.0
LongTermCapitalLeaseObligation,15497000000.0
LongTermDebt,42688000000.0
CurrentLiabilities,125286000000.0
OtherCurrentLiabilities,19185000000.0
CurrentDeferredLiabilities,57582000000.0
CurrentDeferredRevenue,57582000000.0
CurrentDebtAndCapitalLeaseObligation,8942000000.0
CurrentDebt,8942000000.0
OtherCurrentBorrowings,2249000000.0
CommercialPaper,6693000000.0
PensionandOtherPostRetirementBenefitPlansCurrent,12564000000.0
PayablesAndAccruedExpenses,27013000000.0
Payables,27013000000.0
TotalTaxPayable,5017000000.0
IncomeTaxPayable,5017000000.0
AccountsPayable,21996000000.0
TotalAssets,512163000000.0
TotalNonCurrentAssets,352429000000.0
OtherNonCurrentAssets,36460000000.0
FinancialAssets,0.0
InvestmentsAndAdvances,14600000000.0
InvestmentinFinancialAssets,1500000000.0
AvailableForSaleSecurities,1500000000.0
LongTermEquityInvestment,13100000000.0
GoodwillAndOtherIntangibleAssets,146817000000.0
OtherIntangibleAssets,27597000000.0
Goodwill,119220000000.0
NetPPE,154552000000.0
AccumulatedDepreciation,-76421000000.0
GrossPPE,230973000000.0
Leases,9594000000.0
OtherProperties,18961000000.0
MachineryFurnitureEquipment,100312000000.0
BuildingsAndImprovements,93943000000.0
LandAndImprovements,8163000000.0
