Unnamed: 0,2024-12-31
TreasurySharesNumber,
PreferredSharesNumber,1600000.0
OrdinarySharesNumber,702000000.0
ShareIssued,702000000.0
NetDebt,10537000000.0
TotalDebt,51089000000.0
TangibleBookValue,25954000000.0
InvestedCapital,81353000000.0
NetTangibleAssets,25954000000.0
CapitalLeaseObligations,
CommonStockEquity,30264000000.0
TotalCapitalization,79979000000.0
TotalEquityGrossMinorityInterest,30264000000.0
StockholdersEquity,30264000000.0
GainsLossesNotAffectingRetainedEarnings,-3395000000.0
ForeignCurrencyTranslationAdjustments,-2924000000.0
MinimumPensionLiabilities,-462000000.0
UnrealizedGainLoss,-9000000.0
RetainedEarnings,22148000000.0
AdditionalPaidInCapital,11370000000.0
CapitalStock,141000000.0
CommonStock,141000000.0
PreferredStock,0.0
TotalLiabilitiesNetMinorityInterest,241197000000.0
EmployeeBenefits,2676000000.0
NonCurrentDeferredLiabilities,4042000000.0
NonCurrentDeferredRevenue,4042000000.0
LongTermDebtAndCapitalLeaseObligation,49715000000.0
LongTermCapitalLeaseObligation,
LongTermDebt,49715000000.0
CurrentDebtAndCapitalLeaseObligation,1374000000.0
CurrentDebt,1374000000.0
OtherCurrentBorrowings,1374000000.0
CommercialPaper,
PayablesAndAccruedExpenses,17391000000.0
CurrentAccruedExpenses,2121000000.0
Payables,15270000000.0
TotalTaxPayable,1386000000.0
IncomeTaxPayable,1386000000.0
AccountsPayable,13884000000.0
TotalAssets,271461000000.0
InvestmentsAndAdvances,1240000000.0
AvailableForSaleSecurities,287000000.0
GoodwillAndOtherIntangibleAssets,4310000000.0
OtherIntangibleAssets,123000000.0
Goodwill,4187000000.0
NetPPE,6175000000.0
AccumulatedDepreciation,-10739000000.0
GrossPPE,16914000000.0
OtherProperties,16914000000.0
Receivables,
OtherReceivables,
AccountsReceivable,
AllowanceForDoubtfulAccountsReceivable,
GrossAccountsReceivable,
OtherShortTermInvestments,953000000.0
CashAndCashEquivalents,40552000000.0
CashEquivalents,139000000.0
CashFinancial,3407000000.0
CashCashEquivalentsAndFederalFundsSold,40640000000.0
FreeCashFlow,12139000000.0
RepurchaseOfCapitalStock,-6020000000.0
RepaymentOfDebt,-10759000000.0
IssuanceOfDebt,12602000000.0
IssuanceOfCapitalStock,100000000.0
CapitalExpenditure,-1911000000.0
EndCashPosition,40640000000.0
BeginningCashPosition,46596000000.0
EffectOfExchangeRateChanges,-40000000.0
ChangesInCash,-5916000000.0
FinancingCashFlow,4436000000.0
CashFlowFromContinuingFinancingActivities,4436000000.0
CashDividendsPaid,-1999000000.0
CommonStockDividendPaid,-1999000000.0
NetPreferredStockIssuance,
PreferredStockPayments,
PreferredStockIssuance,
NetCommonStockIssuance,-5920000000.0
CommonStockPayments,-6020000000.0
CommonStockIssuance,100000000.0
NetIssuancePaymentsOfDebt,2050000000.0
NetShortTermDebtIssuance,207000000.0
NetLongTermDebtIssuance,1843000000.0
LongTermDebtPayments,-10759000000.0
LongTermDebtIssuance,12602000000.0
InvestingCashFlow,-24402000000.0
CashFlowFromContinuingInvestingActivities,-24402000000.0
NetOtherInvestingChanges,
NetInvestmentPurchaseAndSale,628000000.0
SaleOfInvestment,2221000000.0
PurchaseOfInvestment,-1593000000.0
NetBusinessPurchaseAndSale,140000000.0
SaleOfBusiness,594000000.0
PurchaseOfBusiness,-454000000.0
NetPPEPurchaseAndSale,-1911000000.0
PurchaseOfPPE,-1911000000.0
OperatingCashFlow,14050000000.0
CashFlowFromContinuingOperatingActivities,14050000000.0
ChangeInWorkingCapital,-1890000000.0
ChangeInOtherCurrentAssets,1007000000.0
ChangeInPayablesAndAccruedExpense,-2897000000.0
ChangeInPayable,-2897000000.0
ChangeInAccountPayable,-2897000000.0
OtherNonCashItems,-564000000.0
StockBasedCompensation,504000000.0
DeferredTax,-990000000.0
DeferredIncomeTax,-990000000.0
DepreciationAmortizationDepletion,1676000000.0
DepreciationAndAmortization,1676000000.0
NetIncomeFromContinuingOperations,10129000000.0
TaxEffectOfUnusualItems,87720000.0
TaxRateForCalcs,0.215
TotalUnusualItems,408000000.0
TotalUnusualItemsExcludingGoodwill,408000000.0
NetIncomeFromContinuingOperationNetMinorityInterest,10129000000.0
ReconciledDepreciation,1676000000.0
NetInterestIncome,15543000000.0
InterestExpense,8252000000.0
InterestIncome,23795000000.0
NormalizedIncome,9808720000.0
NetIncomeFromContinuingAndDiscontinuedOperation,10129000000.0
DilutedAverageShares,
BasicAverageShares,
DilutedEPS,
BasicEPS,
DilutedNIAvailtoComStockholders,9995000000.0
NetIncomeCommonStockholders,9995000000.0
OtherunderPreferredStockDividend,76000000.0
PreferredStockDividends,58000000.0
NetIncome,10129000000.0
NetIncomeIncludingNoncontrollingInterests,10129000000.0
NetIncomeContinuousOperations,10129000000.0
TaxProvision,2766000000.0
PretaxIncome,12895000000.0
SpecialIncomeCharges,408000000.0
GainOnSaleOfBusiness,531000000.0
RestructuringAndMergernAcquisition,123000000.0
GainOnSaleOfSecurity,
SellingGeneralAndAdministration,14238000000.0
SellingAndMarketingExpense,6040000000.0
GeneralAndAdministrativeExpense,8198000000.0
SalariesAndWages,8198000000.0
TotalRevenue,65949000000.0
OperatingRevenue,65949000000.0
OccupancyAndEquipment,
ProfessionalExpenseAndContractServicesExpense,2274000000.0
OtherNonInterestExpense,31765000000.0
